# time  ID  size  fromHost  toHost  TTL  isResponse
227855.0000 M7724 1331 n13 n29 2 N 
227886.0000 M7725 1661 n30 n37 2 N 
227920.0000 M7726 1154 n0 n3 2 N 
227950.0000 M7727 1188 n14 n29 2 N 
227982.0000 M7728 1553 n7 n30 2 N 
228013.0000 M7729 1265 n36 n25 2 N 
228038.0000 M7730 1217 n30 n37 2 N 
228071.0000 M7731 1505 n2 n21 2 N 
228097.0000 M7732 1871 n20 n18 2 N 
228124.0000 M7733 1746 n1 n29 2 N 
228152.0000 M7734 1297 n29 n37 2 N 
228181.0000 M7735 1737 n38 n27 2 N 
228208.0000 M7736 1893 n6 n14 2 N 
228234.0000 M7737 1832 n2 n23 2 N 
228265.0000 M7738 1422 n39 n18 2 N 
228295.0000 M7739 1296 n38 n37 2 N 
228327.0000 M7740 1591 n40 n37 2 N 
228356.0000 M7741 1344 n37 n29 2 N 
228383.0000 M7742 1405 n15 n5 2 N 
228414.0000 M7743 1588 n3 n1 2 N 
228444.0000 M7744 1728 n16 n9 2 N 
228476.0000 M7745 1957 n16 n37 2 N 
228508.0000 M7746 1722 n19 n11 2 N 
228540.0000 M7747 1903 n19 n23 2 N 
228572.0000 M7748 1126 n3 n24 2 N 
228605.0000 M7749 1862 n13 n7 2 N 
228637.0000 M7750 1745 n4 n35 2 N 
228664.0000 M7751 1464 n8 n25 2 N 
228689.0000 M7752 1253 n24 n7 2 N 
228722.0000 M7753 1013 n40 n16 2 N 
228750.0000 M7754 1913 n36 n20 2 N 
228775.0000 M7755 1241 n12 n22 2 N 
228803.0000 M7756 1329 n13 n36 2 N 
228832.0000 M7757 1640 n28 n32 2 N 
228861.0000 M7758 1859 n17 n39 2 N 
228886.0000 M7759 1409 n38 n3 2 N 
228916.0000 M7760 1879 n31 n26 2 N 
228947.0000 M7761 1882 n7 n18 2 N 
228974.0000 M7762 1718 n16 n31 2 N 
229001.0000 M7763 1633 n2 n23 2 N 
229030.0000 M7764 1639 n27 n15 2 N 
229058.0000 M7765 1777 n18 n24 2 N 
229089.0000 M7766 1785 n5 n4 2 N 
229114.0000 M7767 1860 n29 n1 2 N 
229146.0000 M7768 1727 n18 n4 2 N 
229180.0000 M7769 1711 n8 n27 2 N 
229205.0000 M7770 1105 n11 n25 2 N 
229238.0000 M7771 1002 n19 n3 2 N 
229264.0000 M7772 1509 n32 n5 2 N 
229297.0000 M7773 1383 n40 n9 2 N 
229331.0000 M7774 1576 n16 n5 2 N 
229356.0000 M7775 1881 n24 n15 2 N 
229387.0000 M7776 1500 n13 n17 2 N 
229418.0000 M7777 1511 n20 n6 2 N 
229449.0000 M7778 1253 n30 n32 2 N 
229477.0000 M7779 1268 n40 n37 2 N 
229507.0000 M7780 1745 n8 n5 2 N 
229536.0000 M7781 1991 n4 n3 2 N 
229567.0000 M7782 1144 n13 n11 2 N 
229601.0000 M7783 1496 n7 n1 2 N 
229628.0000 M7784 1878 n13 n36 2 N 
229658.0000 M7785 1676 n32 n6 2 N 
229689.0000 M7786 1797 n5 n32 2 N 
229720.0000 M7787 1238 n13 n34 2 N 
229745.0000 M7788 1509 n13 n19 2 N 
229770.0000 M7789 1974 n27 n11 2 N 
229798.0000 M7790 1845 n35 n14 2 N 
229825.0000 M7791 1549 n13 n16 2 N 
229856.0000 M7792 1927 n34 n31 2 N 
229883.0000 M7793 1302 n5 n0 2 N 
229908.0000 M7794 1855 n11 n16 2 N 
229941.0000 M7795 1695 n22 n17 2 N 
229966.0000 M7796 1476 n18 n31 2 N 
229996.0000 M7797 1917 n3 n38 2 N 
230027.0000 M7798 1694 n40 n10 2 N 
230060.0000 M7799 1115 n20 n5 2 N 
230093.0000 M7800 1965 n3 n26 2 N 
230125.0000 M7801 1499 n21 n32 2 N 
230159.0000 M7802 1232 n33 n38 2 N 
230191.0000 M7803 1818 n6 n2 2 N 
230225.0000 M7804 1643 n30 n34 2 N 
230251.0000 M7805 1680 n14 n12 2 N 
230277.0000 M7806 1183 n26 n13 2 N 
230305.0000 M7807 1565 n18 n6 2 N 
230332.0000 M7808 1285 n9 n33 2 N 
230360.0000 M7809 1245 n6 n37 2 N 
230394.0000 M7810 1859 n17 n32 2 N 
230422.0000 M7811 1028 n29 n40 2 N 
230449.0000 M7812 1673 n13 n22 2 N 
230476.0000 M7813 1516 n27 n21 2 N 
230506.0000 M7814 1332 n16 n20 2 N 
230539.0000 M7815 1371 n6 n24 2 N 
230573.0000 M7816 1919 n18 n31 2 N 
230600.0000 M7817 1086 n33 n23 2 N 
230631.0000 M7818 1141 n16 n34 2 N 
230662.0000 M7819 1069 n24 n23 2 N 
230695.0000 M7820 1211 n7 n6 2 N 
230725.0000 M7821 1114 n28 n4 2 N 
230753.0000 M7822 1830 n17 n4 2 N 
230784.0000 M7823 1360 n12 n17 2 N 
230811.0000 M7824 1145 n16 n25 2 N 
230843.0000 M7825 1205 n31 n30 2 N 
230868.0000 M7826 1294 n33 n4 2 N 
230901.0000 M7827 1594 n27 n39 2 N 
230927.0000 M7828 1505 n11 n27 2 N 
230959.0000 M7829 1058 n33 n3 2 N 
230991.0000 M7830 1675 n22 n25 2 N 
231025.0000 M7831 1443 n23 n36 2 N 
231056.0000 M7832 1592 n38 n37 2 N 
231084.0000 M7833 1787 n6 n35 2 N 
231115.0000 M7834 1698 n40 n10 2 N 
231149.0000 M7835 1575 n8 n10 2 N 
231176.0000 M7836 1049 n22 n13 2 N 
231206.0000 M7837 1561 n24 n17 2 N 
231237.0000 M7838 1611 n3 n23 2 N 
231263.0000 M7839 1179 n27 n12 2 N 
231289.0000 M7840 1577 n16 n7 2 N 
231318.0000 M7841 1000 n39 n37 2 N 
231345.0000 M7842 1411 n21 n5 2 N 
231371.0000 M7843 1919 n2 n4 2 N 
231403.0000 M7844 1049 n16 n24 2 N 
231431.0000 M7845 1924 n36 n18 2 N 
231456.0000 M7846 1895 n14 n13 2 N 
231482.0000 M7847 1081 n3 n22 2 N 
231508.0000 M7848 1394 n3 n38 2 N 
231538.0000 M7849 1295 n10 n20 2 N 
231563.0000 M7850 1417 n23 n25 2 N 
231596.0000 M7851 1579 n34 n9 2 N 
231629.0000 M7852 1902 n37 n29 2 N 
231658.0000 M7853 1763 n19 n13 2 N 
231692.0000 M7854 1021 n28 n21 2 N 
231723.0000 M7855 1616 n34 n21 2 N 
231755.0000 M7856 1490 n33 n36 2 N 
231782.0000 M7857 1188 n0 n5 2 N 
231810.0000 M7858 1124 n27 n28 2 N 
231844.0000 M7859 1491 n37 n3 2 N 
231870.0000 M7860 1846 n24 n14 2 N 
231901.0000 M7861 1675 n2 n27 2 N 
231932.0000 M7862 1418 n21 n11 2 N 
231961.0000 M7863 1152 n36 n7 2 N 
231991.0000 M7864 1783 n8 n39 2 N 
232022.0000 M7865 1502 n8 n7 2 N 
232054.0000 M7866 1138 n13 n23 2 N 
232083.0000 M7867 1694 n19 n13 2 N 
232113.0000 M7868 1391 n18 n21 2 N 
232147.0000 M7869 1097 n2 n27 2 N 
232173.0000 M7870 1013 n24 n19 2 N 
232205.0000 M7871 1946 n40 n1 2 N 
232239.0000 M7872 1935 n25 n31 2 N 
232272.0000 M7873 1883 n37 n34 2 N 
232298.0000 M7874 1939 n30 n14 2 N 
232325.0000 M7875 1146 n8 n24 2 N 
232358.0000 M7876 1072 n6 n31 2 N 
232385.0000 M7877 1889 n20 n1 2 N 
232419.0000 M7878 1166 n39 n12 2 N 
232448.0000 M7879 1833 n34 n36 2 N 
232476.0000 M7880 1825 n1 n30 2 N 
232501.0000 M7881 1846 n35 n32 2 N 
232527.0000 M7882 1246 n5 n17 2 N 
232553.0000 M7883 1862 n36 n24 2 N 
232587.0000 M7884 1252 n16 n5 2 N 
232613.0000 M7885 1417 n9 n10 2 N 
232643.0000 M7886 1516 n38 n19 2 N 
232670.0000 M7887 1033 n22 n15 2 N 
232697.0000 M7888 1417 n20 n26 2 N 
232729.0000 M7889 1595 n27 n24 2 N 
232757.0000 M7890 1000 n0 n35 2 N 
232789.0000 M7891 1117 n7 n36 2 N 
232823.0000 M7892 1217 n20 n14 2 N 
232851.0000 M7893 1501 n37 n38 2 N 
232885.0000 M7894 1635 n14 n1 2 N 
232917.0000 M7895 1527 n3 n26 2 N 
232951.0000 M7896 1363 n32 n28 2 N 
232983.0000 M7897 1007 n9 n14 2 N 
233014.0000 M7898 1101 n1 n19 2 N 
233041.0000 M7899 1683 n28 n17 2 N 
233069.0000 M7900 1865 n28 n25 2 N 
233094.0000 M7901 1322 n25 n27 2 N 
233122.0000 M7902 1391 n13 n5 2 N 
233148.0000 M7903 1727 n27 n32 2 N 
233182.0000 M7904 1571 n0 n36 2 N 
233207.0000 M7905 1605 n29 n7 2 N 
233235.0000 M7906 1593 n21 n1 2 N 
233262.0000 M7907 1628 n16 n33 2 N 
233296.0000 M7908 1433 n22 n30 2 N 
233326.0000 M7909 1914 n18 n39 2 N 
233360.0000 M7910 1476 n20 n28 2 N 
233393.0000 M7911 1875 n20 n13 2 N 
233419.0000 M7912 1292 n30 n21 2 N 
233452.0000 M7913 1386 n0 n34 2 N 
233483.0000 M7914 1119 n36 n30 2 N 
233515.0000 M7915 1364 n26 n7 2 N 
233548.0000 M7916 1293 n3 n2 2 N 
233580.0000 M7917 1595 n35 n8 2 N 
233606.0000 M7918 1949 n21 n19 2 N 
233632.0000 M7919 1889 n32 n11 2 N 
233658.0000 M7920 1627 n8 n40 2 N 
233684.0000 M7921 1592 n9 n33 2 N 
233713.0000 M7922 1885 n8 n15 2 N 
233742.0000 M7923 1864 n2 n20 2 N 
233770.0000 M7924 1248 n4 n36 2 N 
233797.0000 M7925 1841 n37 n36 2 N 
233831.0000 M7926 1551 n34 n30 2 N 
233862.0000 M7927 1828 n22 n14 2 N 
233895.0000 M7928 1772 n20 n34 2 N 
233926.0000 M7929 1122 n23 n2 2 N 
233955.0000 M7930 1633 n11 n40 2 N 
233985.0000 M7931 1846 n19 n28 2 N 
234015.0000 M7932 1698 n19 n18 2 N 
234042.0000 M7933 1673 n2 n40 2 N 
234071.0000 M7934 1761 n17 n7 2 N 
234099.0000 M7935 1183 n13 n30 2 N 
234132.0000 M7936 1642 n37 n38 2 N 
234164.0000 M7937 1963 n17 n13 2 N 
234198.0000 M7938 1979 n26 n29 2 N 
234227.0000 M7939 1274 n25 n40 2 N 
234259.0000 M7940 1658 n25 n39 2 N 
234287.0000 M7941 1138 n15 n28 2 N 
234320.0000 M7942 1822 n36 n38 2 N 
234347.0000 M7943 1604 n21 n23 2 N 
234381.0000 M7944 1209 n38 n9 2 N 
234412.0000 M7945 1410 n36 n13 2 N 
234441.0000 M7946 1663 n34 n35 2 N 
234475.0000 M7947 1313 n26 n31 2 N 
234501.0000 M7948 1701 n38 n29 2 N 
234529.0000 M7949 1592 n38 n14 2 N 
234555.0000 M7950 1738 n9 n22 2 N 
234581.0000 M7951 1087 n28 n31 2 N 
234614.0000 M7952 1248 n2 n37 2 N 
234643.0000 M7953 1785 n21 n10 2 N 
234676.0000 M7954 1747 n15 n17 2 N 
234705.0000 M7955 1185 n1 n3 2 N 
234732.0000 M7956 1720 n24 n21 2 N 
234759.0000 M7957 1752 n36 n17 2 N 
234791.0000 M7958 1399 n23 n21 2 N 
234825.0000 M7959 1053 n8 n20 2 N 
234855.0000 M7960 1954 n10 n19 2 N 
234884.0000 M7961 1675 n39 n29 2 N 
234916.0000 M7962 1995 n28 n14 2 N 
234945.0000 M7963 1926 n24 n26 2 N 
234978.0000 M7964 1545 n30 n19 2 N 
235010.0000 M7965 1029 n5 n22 2 N 
235043.0000 M7966 1131 n30 n35 2 N 
235072.0000 M7967 1721 n28 n5 2 N 
235101.0000 M7968 1274 n34 n19 2 N 
235127.0000 M7969 1316 n36 n5 2 N 
235153.0000 M7970 1387 n3 n23 2 N 
235185.0000 M7971 1379 n29 n36 2 N 
235218.0000 M7972 1594 n39 n12 2 N 
235245.0000 M7973 1652 n24 n9 2 N 
235274.0000 M7974 1256 n18 n17 2 N 
235303.0000 M7975 1064 n13 n21 2 N 
235334.0000 M7976 1430 n24 n27 2 N 
235359.0000 M7977 1457 n28 n22 2 N 
235388.0000 M7978 1295 n8 n30 2 N 
235413.0000 M7979 1045 n38 n28 2 N 
235439.0000 M7980 1208 n34 n13 2 N 
235468.0000 M7981 1069 n18 n29 2 N 
235497.0000 M7982 1192 n30 n26 2 N 
235531.0000 M7983 1887 n12 n11 2 N 
235565.0000 M7984 1204 n23 n39 2 N 
235590.0000 M7985 1131 n12 n14 2 N 
235616.0000 M7986 1326 n16 n26 2 N 
235644.0000 M7987 1595 n3 n7 2 N 
235672.0000 M7988 1766 n1 n11 2 N 
235706.0000 M7989 1264 n7 n34 2 N 
235737.0000 M7990 1164 n5 n23 2 N 
235770.0000 M7991 1242 n1 n27 2 N 
235795.0000 M7992 1482 n31 n17 2 N 
235823.0000 M7993 1990 n20 n13 2 N 
235849.0000 M7994 1540 n23 n2 2 N 
235881.0000 M7995 1551 n34 n20 2 N 
235914.0000 M7996 1969 n36 n25 2 N 
235948.0000 M7997 1127 n11 n15 2 N 
235982.0000 M7998 1273 n18 n35 2 N 
236007.0000 M7999 1948 n23 n11 2 N 
236039.0000 M8000 1606 n9 n27 2 N 
236066.0000 M8001 1742 n3 n12 2 N 
236091.0000 M8002 1637 n28 n2 2 N 
236123.0000 M8003 1421 n21 n9 2 N 
236150.0000 M8004 1660 n6 n21 2 N 
236176.0000 M8005 1031 n4 n20 2 N 
236209.0000 M8006 1564 n32 n24 2 N 
236243.0000 M8007 1528 n15 n5 2 N 
236275.0000 M8008 1760 n34 n21 2 N 
236308.0000 M8009 1542 n33 n18 2 N 
236337.0000 M8010 1171 n4 n11 2 N 
236371.0000 M8011 1169 n15 n13 2 N 
236398.0000 M8012 1022 n12 n17 2 N 
236424.0000 M8013 1618 n6 n40 2 N 
236457.0000 M8014 1193 n26 n5 2 N 
236491.0000 M8015 1636 n30 n38 2 N 
236522.0000 M8016 1090 n26 n14 2 N 
236556.0000 M8017 1292 n28 n18 2 N 
236583.0000 M8018 1135 n2 n34 2 N 
236613.0000 M8019 1794 n26 n35 2 N 
236640.0000 M8020 1342 n15 n36 2 N 
236671.0000 M8021 1909 n14 n15 2 N 
236700.0000 M8022 1524 n32 n24 2 N 
236731.0000 M8023 1202 n35 n26 2 N 
236765.0000 M8024 1091 n14 n7 2 N 
236792.0000 M8025 1950 n18 n11 2 N 
236819.0000 M8026 1569 n37 n18 2 N 
236850.0000 M8027 1430 n24 n34 2 N 
236876.0000 M8028 1551 n20 n32 2 N 
236902.0000 M8029 1062 n17 n14 2 N 
236931.0000 M8030 1111 n6 n22 2 N 
236961.0000 M8031 1326 n32 n13 2 N 
236988.0000 M8032 1413 n0 n6 2 N 
237015.0000 M8033 1918 n29 n14 2 N 
237044.0000 M8034 1583 n17 n3 2 N 
237073.0000 M8035 1139 n35 n30 2 N 
237101.0000 M8036 1669 n29 n22 2 N 
237129.0000 M8037 1231 n39 n18 2 N 
237158.0000 M8038 1080 n32 n3 2 N 
237191.0000 M8039 1812 n28 n13 2 N 
237221.0000 M8040 1310 n5 n1 2 N 
237251.0000 M8041 1849 n8 n27 2 N 
237278.0000 M8042 1084 n35 n1 2 N 
237307.0000 M8043 1243 n22 n36 2 N 
237336.0000 M8044 1602 n29 n25 2 N 
237368.0000 M8045 1541 n23 n38 2 N 
237396.0000 M8046 1346 n28 n39 2 N 
237429.0000 M8047 1208 n24 n21 2 N 
237454.0000 M8048 1721 n14 n27 2 N 
237487.0000 M8049 1283 n26 n15 2 N 
237515.0000 M8050 1548 n35 n11 2 N 
237542.0000 M8051 1179 n29 n7 2 N 
237569.0000 M8052 1284 n36 n19 2 N 
237598.0000 M8053 1483 n16 n39 2 N 
237628.0000 M8054 1810 n38 n21 2 N 
237653.0000 M8055 1677 n17 n3 2 N 
237678.0000 M8056 1507 n5 n4 2 N 
237705.0000 M8057 1487 n30 n23 2 N 
237739.0000 M8058 1092 n32 n21 2 N 
237771.0000 M8059 1015 n24 n7 2 N 
237800.0000 M8060 1214 n16 n17 2 N 
237825.0000 M8061 1319 n25 n18 2 N 
237853.0000 M8062 1395 n18 n9 2 N 
237878.0000 M8063 1977 n18 n36 2 N 
237908.0000 M8064 1686 n7 n23 2 N 
237938.0000 M8065 1354 n14 n1 2 N 
237964.0000 M8066 1711 n15 n38 2 N 
237991.0000 M8067 1339 n17 n16 2 N 
238025.0000 M8068 1796 n27 n23 2 N 
238050.0000 M8069 1963 n40 n19 2 N 
238078.0000 M8070 1369 n9 n22 2 N 
238110.0000 M8071 1894 n29 n35 2 N 
238136.0000 M8072 1584 n17 n7 2 N 
238169.0000 M8073 1256 n10 n29 2 N 
238201.0000 M8074 1769 n6 n40 2 N 
238231.0000 M8075 1650 n36 n8 2 N 
238265.0000 M8076 1507 n25 n14 2 N 
238291.0000 M8077 1580 n29 n12 2 N 
238318.0000 M8078 1624 n31 n13 2 N 
238343.0000 M8079 1864 n31 n22 2 N 
238375.0000 M8080 1981 n30 n29 2 N 
238404.0000 M8081 1365 n40 n16 2 N 
238434.0000 M8082 1063 n8 n13 2 N 
238468.0000 M8083 1417 n39 n0 2 N 
238499.0000 M8084 1910 n24 n22 2 N 
238529.0000 M8085 1254 n31 n30 2 N 
238557.0000 M8086 1461 n14 n6 2 N 
238584.0000 M8087 1109 n31 n27 2 N 
238612.0000 M8088 1999 n16 n17 2 N 
238637.0000 M8089 1597 n8 n33 2 N 
238670.0000 M8090 1075 n37 n30 2 N 
238698.0000 M8091 1692 n16 n5 2 N 
238727.0000 M8092 1617 n8 n28 2 N 
238752.0000 M8093 1772 n21 n32 2 N 
238786.0000 M8094 1347 n1 n24 2 N 
238813.0000 M8095 1463 n38 n5 2 N 
238838.0000 M8096 1524 n8 n33 2 N 
238869.0000 M8097 1558 n13 n40 2 N 
238900.0000 M8098 1716 n8 n13 2 N 
238929.0000 M8099 1665 n20 n15 2 N 
238957.0000 M8100 1129 n34 n20 2 N 
238986.0000 M8101 1816 n31 n5 2 N 
239012.0000 M8102 1410 n23 n35 2 N 
239039.0000 M8103 1837 n0 n40 2 N 
239068.0000 M8104 1811 n21 n36 2 N 
239095.0000 M8105 1140 n31 n27 2 N 
239123.0000 M8106 1430 n3 n25 2 N 
239149.0000 M8107 1297 n2 n13 2 N 
239179.0000 M8108 1950 n26 n33 2 N 
239210.0000 M8109 1937 n24 n3 2 N 
239242.0000 M8110 1195 n25 n39 2 N 
239270.0000 M8111 1396 n15 n33 2 N 
239298.0000 M8112 1066 n13 n39 2 N 
239328.0000 M8113 1698 n17 n14 2 N 
239360.0000 M8114 1039 n36 n15 2 N 
239389.0000 M8115 1737 n29 n23 2 N 
239418.0000 M8116 1847 n8 n38 2 N 
239449.0000 M8117 1387 n31 n20 2 N 
239474.0000 M8118 1510 n21 n34 2 N 
239504.0000 M8119 1248 n12 n30 2 N 
239529.0000 M8120 1340 n16 n19 2 N 
239555.0000 M8121 1430 n4 n1 2 N 
239583.0000 M8122 1170 n37 n35 2 N 
239610.0000 M8123 1266 n4 n33 2 N 
239636.0000 M8124 1492 n9 n40 2 N 
239661.0000 M8125 1030 n24 n26 2 N 
239693.0000 M8126 1143 n14 n34 2 N 
239719.0000 M8127 1515 n38 n0 2 N 
239748.0000 M8128 1842 n10 n14 2 N 
239782.0000 M8129 1165 n19 n10 2 N 
239815.0000 M8130 1478 n15 n2 2 N 
239840.0000 M8131 1356 n7 n19 2 N 
239872.0000 M8132 1600 n33 n12 2 N 
239901.0000 M8133 1119 n14 n2 2 N 
239927.0000 M8134 1387 n35 n12 2 N 
239960.0000 M8135 1304 n25 n16 2 N 
239992.0000 M8136 1745 n25 n18 2 N 
240022.0000 M8137 1636 n1 n30 2 N 
240054.0000 M8138 1093 n15 n27 2 N 
240087.0000 M8139 1130 n21 n11 2 N 
240116.0000 M8140 1784 n24 n11 2 N 
240150.0000 M8141 1729 n20 n25 2 N 
240183.0000 M8142 1439 n5 n26 2 N 
240211.0000 M8143 1801 n14 n11 2 N 
240243.0000 M8144 1896 n31 n29 2 N 
240268.0000 M8145 1369 n0 n12 2 N 
240295.0000 M8146 1475 n24 n3 2 N 
240322.0000 M8147 1175 n35 n15 2 N 
240354.0000 M8148 1680 n25 n6 2 N 
240388.0000 M8149 1336 n39 n7 2 N 
240419.0000 M8150 1218 n3 n5 2 N 
240450.0000 M8151 1230 n5 n29 2 N 
240482.0000 M8152 1926 n0 n20 2 N 
240509.0000 M8153 1160 n14 n18 2 N 
240541.0000 M8154 1028 n1 n25 2 N 
240572.0000 M8155 1077 n38 n33 2 N 
240599.0000 M8156 1932 n24 n33 2 N 
240628.0000 M8157 1512 n13 n32 2 N 
240662.0000 M8158 1522 n30 n23 2 N 
240687.0000 M8159 1965 n27 n19 2 N 
240719.0000 M8160 1983 n37 n18 2 N 
240749.0000 M8161 1204 n29 n27 2 N 
240778.0000 M8162 1856 n30 n8 2 N 
240807.0000 M8163 1907 n12 n15 2 N 
240835.0000 M8164 1879 n10 n14 2 N 
240866.0000 M8165 1803 n1 n37 2 N 
240899.0000 M8166 1540 n28 n9 2 N 
240925.0000 M8167 1055 n4 n40 2 N 
240958.0000 M8168 1602 n22 n13 2 N 
240987.0000 M8169 1066 n35 n22 2 N 
241017.0000 M8170 1399 n39 n4 2 N 
241046.0000 M8171 1844 n38 n7 2 N 
241076.0000 M8172 1955 n11 n39 2 N 
241105.0000 M8173 1902 n14 n5 2 N 
241130.0000 M8174 1791 n32 n13 2 N 
241155.0000 M8175 1960 n7 n12 2 N 
241185.0000 M8176 1311 n7 n9 2 N 
241218.0000 M8177 1977 n9 n32 2 N 
241244.0000 M8178 1248 n12 n1 2 N 
241277.0000 M8179 1535 n13 n20 2 N 
241307.0000 M8180 1610 n21 n37 2 N 
241339.0000 M8181 1530 n37 n31 2 N 
241371.0000 M8182 1934 n33 n39 2 N 
241396.0000 M8183 1485 n11 n19 2 N 
241426.0000 M8184 1136 n38 n18 2 N 
241455.0000 M8185 1653 n4 n12 2 N 
241488.0000 M8186 1517 n6 n1 2 N 
241515.0000 M8187 1639 n30 n40 2 N 
241545.0000 M8188 1014 n5 n23 2 N 
241574.0000 M8189 1413 n25 n14 2 N 
241600.0000 M8190 1331 n9 n30 2 N 
241633.0000 M8191 1098 n0 n23 2 N 
241665.0000 M8192 1121 n38 n8 2 N 
241697.0000 M8193 1041 n40 n10 2 N 
241724.0000 M8194 1804 n11 n15 2 N 
241754.0000 M8195 1809 n33 n18 2 N 
241781.0000 M8196 1132 n38 n15 2 N 
241806.0000 M8197 1035 n7 n19 2 N 
241834.0000 M8198 1156 n29 n14 2 N 
241866.0000 M8199 1810 n37 n11 2 N 
241894.0000 M8200 1710 n34 n40 2 N 
241920.0000 M8201 1337 n25 n40 2 N 
241951.0000 M8202 1167 n35 n38 2 N 
241978.0000 M8203 1696 n32 n18 2 N 
242012.0000 M8204 1809 n13 n6 2 N 
242042.0000 M8205 1295 n38 n14 2 N 
242072.0000 M8206 1411 n31 n29 2 N 
242103.0000 M8207 1193 n37 n29 2 N 
242130.0000 M8208 1779 n36 n1 2 N 
242159.0000 M8209 1146 n14 n16 2 N 
242185.0000 M8210 1300 n16 n0 2 N 
242218.0000 M8211 1617 n11 n10 2 N 
242243.0000 M8212 1071 n25 n24 2 N 
242276.0000 M8213 1870 n17 n35 2 N 
242308.0000 M8214 1630 n11 n26 2 N 
242336.0000 M8215 1092 n14 n12 2 N 
242367.0000 M8216 1668 n1 n5 2 N 
242396.0000 M8217 1256 n32 n28 2 N 
242428.0000 M8218 1558 n25 n8 2 N 
242453.0000 M8219 1639 n1 n39 2 N 
242484.0000 M8220 1476 n33 n10 2 N 
242513.0000 M8221 1267 n33 n29 2 N 
242547.0000 M8222 1288 n29 n12 2 N 
242573.0000 M8223 1839 n17 n22 2 N 
242601.0000 M8224 1573 n27 n4 2 N 
242628.0000 M8225 1614 n16 n10 2 N 
242657.0000 M8226 1512 n40 n28 2 N 
242682.0000 M8227 1215 n25 n34 2 N 
242714.0000 M8228 1354 n10 n7 2 N 
242745.0000 M8229 1067 n36 n27 2 N 
242772.0000 M8230 1540 n26 n11 2 N 
242802.0000 M8231 1869 n25 n17 2 N 
242830.0000 M8232 1122 n30 n0 2 N 
242855.0000 M8233 1808 n39 n8 2 N 
242885.0000 M8234 1440 n19 n20 2 N 
242913.0000 M8235 1180 n36 n18 2 N 
242946.0000 M8236 1287 n36 n37 2 N 
242974.0000 M8237 1858 n38 n24 2 N 
243001.0000 M8238 1384 n25 n32 2 N 
243031.0000 M8239 1618 n35 n28 2 N 
243062.0000 M8240 1719 n33 n34 2 N 
243088.0000 M8241 1043 n19 n26 2 N 
243121.0000 M8242 1737 n39 n18 2 N 
243152.0000 M8243 1579 n6 n40 2 N 
243182.0000 M8244 1070 n39 n38 2 N 
243208.0000 M8245 1115 n16 n9 2 N 
243237.0000 M8246 1375 n21 n40 2 N 
243262.0000 M8247 1396 n0 n40 2 N 
243294.0000 M8248 1536 n14 n7 2 N 
243319.0000 M8249 1547 n13 n30 2 N 
243351.0000 M8250 1383 n19 n25 2 N 
243382.0000 M8251 1224 n13 n7 2 N 
243416.0000 M8252 1426 n28 n22 2 N 
243442.0000 M8253 1074 n10 n6 2 N 
243472.0000 M8254 1237 n4 n19 2 N 
243503.0000 M8255 1180 n38 n17 2 N 
243530.0000 M8256 1049 n2 n30 2 N 
243563.0000 M8257 1603 n22 n24 2 N 
243588.0000 M8258 1517 n26 n33 2 N 
243621.0000 M8259 1939 n8 n21 2 N 
243652.0000 M8260 1714 n19 n29 2 N 
243686.0000 M8261 1404 n8 n16 2 N 
243711.0000 M8262 1923 n17 n4 2 N 
243737.0000 M8263 1635 n24 n35 2 N 
243763.0000 M8264 1843 n32 n26 2 N 
243790.0000 M8265 1385 n37 n24 2 N 
243815.0000 M8266 1928 n25 n39 2 N 
243849.0000 M8267 1065 n19 n5 2 N 
243875.0000 M8268 1363 n29 n22 2 N 
243903.0000 M8269 1960 n7 n15 2 N 
243930.0000 M8270 1150 n11 n25 2 N 
243963.0000 M8271 1526 n10 n15 2 N 
243990.0000 M8272 1964 n3 n8 2 N 
244024.0000 M8273 1892 n1 n32 2 N 
244055.0000 M8274 1149 n8 n5 2 N 
244087.0000 M8275 1989 n37 n13 2 N 
244116.0000 M8276 1537 n37 n26 2 N 
244149.0000 M8277 1807 n21 n24 2 N 
244175.0000 M8278 1362 n15 n11 2 N 
244209.0000 M8279 1969 n12 n9 2 N 
244239.0000 M8280 1812 n31 n38 2 N 
244268.0000 M8281 1844 n29 n36 2 N 
244301.0000 M8282 1463 n38 n18 2 N 
244327.0000 M8283 1684 n22 n28 2 N 
244361.0000 M8284 1497 n2 n1 2 N 
244387.0000 M8285 1046 n21 n28 2 N 
244418.0000 M8286 1837 n8 n12 2 N 
244446.0000 M8287 1865 n17 n10 2 N 
244475.0000 M8288 1877 n16 n36 2 N 
244501.0000 M8289 1679 n15 n17 2 N 
244535.0000 M8290 1153 n39 n6 2 N 
244561.0000 M8291 1997 n11 n39 2 N 
244586.0000 M8292 1155 n30 n15 2 N 
244620.0000 M8293 1773 n8 n14 2 N 
244653.0000 M8294 1015 n30 n28 2 N 
244681.0000 M8295 1156 n3 n24 2 N 
244715.0000 M8296 1707 n19 n2 2 N 
244740.0000 M8297 1112 n0 n4 2 N 
244769.0000 M8298 1455 n40 n34 2 N 
244802.0000 M8299 1716 n15 n10 2 N 
244831.0000 M8300 1182 n20 n3 2 N 
244860.0000 M8301 1546 n33 n30 2 N 
244886.0000 M8302 1798 n28 n27 2 N 
244916.0000 M8303 1641 n15 n19 2 N 
244946.0000 M8304 1465 n19 n26 2 N 
244975.0000 M8305 1339 n20 n30 2 N 
